X,Y,device_id,Desc_,UpdateDate,UpdateTime,UTCoffset,linear_reference,Route,ImageName,ImageURL,VideoURL,ORG,latitude,longitude,Type,FID,REGION,RECORDED,COMMON_ID,FUNCTION
-10648679.1097804,5072092.44172551,59558104,RA80WB19 - Center,20260531,185928,-500,19.4766655126383,I-80,RA80WB19 - Center,https://atmsqf.iowadot.gov/snapshots/Public/RestAreas/RA80WB19-01-CENTER.jpg,,IADOT,41.403845,-95.658712,Rest Area/Parking,510017,RA80WB19 RA80WB19 - Center,E,RA80WB19,Rest Area
-10648679.1097804,5072092.44172551,59558104,RA80WB19 - Center,20260531,185928,-500,19.4766655126383,I-80,RA80WB19 - Entry,https://atmsqf.iowadot.gov/snapshots/Public/RestAreas/RA80WB19-01-ENTRY.jpg,,IADOT,41.403845,-95.658712,Rest Area/Parking,510018,RA80WB19 RA80WB19 - Center,E,RA80WB19,Rest Area
-10648679.1097804,5072092.44172551,59558104,RA80WB19 - Center,20260531,185928,-500,19.4766655126383,I-80,Camera Snapshot snapshot,https://atmsqf.iowadot.gov/snapshots/Public/RestAreas/RA80WB19-01-EXIT.jpg,,IADOT,41.403845,-95.658712,Rest Area/Parking,510019,RA80WB19 RA80WB19 - Center,E,RA80WB19,Rest Area
-10416287.2049665,5222489.1558278,59558094,R84: Williams DMS,20260531,185928,-500,139.772078144085,I-35,R84: Williams DMS,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_84-01.jpg,,IADOT,42.4093,-93.5711,RWIS,510020,RWIS Cameras,E,RWIS_84,RWIS
-10416287.2049665,5222489.1558278,59558094,R84: Williams DMS,20260531,185928,-500,139.772078144085,I-35,Camera Snapshot snapshot,https://atmsqf.iowadot.gov/snapshots/Public/RWIS/RWIS_84-01.jpg,,IADOT,42.4093,-93.5711,RWIS,510021,RWIS Cameras,E,RWIS_84,RWIS
-10213892.1180587,5184304.72950634,59558095,6FA - I-380 @ MM 34.1 (IWZ 3711S),20260531,185928,-500,34.1096874283248,I-380,6FA - I-380 @ MM 34.1 (IWZ 3711S),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/iwz3711slb.jpeg,https://video3.iowadot.gov:8888/cedarrapids/iwz3711slb/playlist.m3u8,IADOT,42.155524,-91.752954,Iowa DOT,510022,IWZ,Y,IWZ3711S,IWZ
-10419377.3227114,5100659.1075003,59558096,DM - I-235 @ MM 9.8 (E 14th St),20260531,185928,-500,9.7818736173863,I-235,DM - I-235 @ MM 9.8 (E 14th St),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/dmtv05hd.jpeg,https://video4.iowadot.gov:8888/ankeny/dmtv05lb/playlist.m3u8,IADOT,41.596041,-93.598859,Iowa DOT,510023,Des Moines,Y,DMTV05,General
-10545091.3142202,5085826.54698285,59558097,I-80 @ MM 71.7,20260531,185928,-500,71.6508570940361,I-80,I-80 @ MM 71.7,https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/80tv072hd.jpeg,https://video3.iowadot.gov:8888/ankeny/80tv072lb/playlist.m3u8,IADOT,41.496319,-94.728167,Iowa DOT,510024,I-80,Y,80TV072,General
-10667323.6773349,5047477.08450508,59558105,CB - I-80 @ MM 4.7 (Woodbury Ave),20260531,185928,-500,4.65065541801795,I-80,CB - I-80 @ MM 4.7 (Woodbury Ave),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/cbtv58hd.jpeg,https://video2.iowadot.gov:8888/councilbluffs/cbtv58lb/playlist.m3u8,IADOT,41.237776,-95.826199,Iowa DOT,510025,Council Bluffs,Y,CBTV58,General
-10073417.9413071,5100647.05034195,59558098,RA80EB300 - Center,20260531,185928,-500,299.228399215927,I-80,RA80EB300 - Center,https://atmsqf.iowadot.gov/snapshots/Public/RestAreas/RA80EB300-01-CENTER.jpg,,IADOT,41.59596,-90.491053,Rest Area/Parking,510026,RA80EB300 RA80EB300 - Center,E,RA80EB300,Rest Area
-10073417.9413071,5100647.05034195,59558098,RA80EB300 - Center,20260531,185928,-500,299.228399215927,I-80,RA80EB300 - Entry,https://atmsqf.iowadot.gov/snapshots/Public/RestAreas/RA80EB300-01-ENTRY.jpg,,IADOT,41.59596,-90.491053,Rest Area/Parking,510027,RA80EB300 RA80EB300 - Center,E,RA80EB300,Rest Area
-10073417.9413071,5100647.05034195,59558098,RA80EB300 - Center,20260531,185928,-500,299.228399215927,I-80,Camera Snapshot snapshot,https://atmsqf.iowadot.gov/snapshots/Public/RestAreas/RA80EB300-01-EXIT.jpg,,IADOT,41.59596,-90.491053,Rest Area/Parking,510028,RA80EB300 RA80EB300 - Center,E,RA80EB300,Rest Area
-10585236.7961434,5331297.09170194,59558113,RWIS - US 18 MM 85 @ Spencer,20260531,185928,-500,84.5671318726342,US 18,Camera Snapshot snapshot,https://atmsqf.iowadot.gov/snapshots/Public/RWIS/RWIS_42-00.jpg,,IADOT,43.126833,-95.0888,RWIS,510029,RWIS Cameras,E,RWIS_42,RWIS
-10585236.7961434,5331297.09170194,59558113,RWIS - US 18 MM 85 @ Spencer,20260531,185928,-500,84.5671318726342,US 18,R42: US 18 East View,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_42-01.jpg,,IADOT,43.126833,-95.0888,RWIS,510030,RWIS Cameras,E,RWIS_42,RWIS
-10585236.7961434,5331297.09170194,59558113,RWIS - US 18 MM 85 @ Spencer,20260531,185928,-500,84.5671318726342,US 18,R42: US 18 Road,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_42-02.jpg,,IADOT,43.126833,-95.0888,RWIS,510031,RWIS Cameras,E,RWIS_42,RWIS
-10585236.7961434,5331297.09170194,59558113,RWIS - US 18 MM 85 @ Spencer,20260531,185928,-500,84.5671318726342,US 18,R42: US 18 West View,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_42-03.jpg,,IADOT,43.126833,-95.0888,RWIS,510032,RWIS Cameras,E,RWIS_42,RWIS
-10328278.0155453,5115430.66866461,59558106,R82: Grinnell Mini,20260531,185928,-500,179.531043049008,I-80,R82: Grinnell Mini,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_82-01.jpg,,IADOT,41.6952,-92.7805,RWIS,510033,RWIS Cameras,E,RWIS_82,RWIS
-10328278.0155453,5115430.66866461,59558106,R82: Grinnell Mini,20260531,185928,-500,179.531043049008,I-80,Camera Snapshot snapshot,https://atmsqf.iowadot.gov/snapshots/Public/RWIS/RWIS_82-01.jpg,,IADOT,41.6952,-92.7805,RWIS,510034,RWIS Cameras,E,RWIS_82,RWIS
-10141116.5556746,4984798.21165087,59558099,RWIS - US 34 MM 263 @ Burlington,20260531,185928,-500,268.957602372296,US 34,Camera Snapshot snapshot,https://atmsqf.iowadot.gov/snapshots/Public/RWIS/RWIS_7-00.jpg,,IADOT,40.813,-91.0992,RWIS,510035,RWIS Cameras,E,RWIS_7,RWIS
-10141116.5556746,4984798.21165087,59558099,RWIS - US 34 MM 263 @ Burlington,20260531,185928,-500,268.957602372296,US 34,R7: South View,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_7-01.jpg,,IADOT,40.813,-91.0992,RWIS,510036,RWIS Cameras,E,RWIS_7,RWIS
-10141116.5556746,4984798.21165087,59558099,RWIS - US 34 MM 263 @ Burlington,20260531,185928,-500,268.957602372296,US 34,R7: US 34 Mississippi Bridge,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_7-02.jpg,,IADOT,40.813,-91.0992,RWIS,510037,RWIS Cameras,E,RWIS_7,RWIS
-10141116.5556746,4984798.21165087,59558099,RWIS - US 34 MM 263 @ Burlington,20260531,185928,-500,268.957602372296,US 34,R7: US 34 West Zoom,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_7-03.jpg,,IADOT,40.813,-91.0992,RWIS,510038,RWIS Cameras,E,RWIS_7,RWIS
-10141116.5556746,4984798.21165087,59558099,RWIS - US 34 MM 263 @ Burlington,20260531,185928,-500,268.957602372296,US 34,R7: NB Ramp,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_7-04.jpg,,IADOT,40.813,-91.0992,RWIS,510039,RWIS Cameras,E,RWIS_7,RWIS
-10141116.5556746,4984798.21165087,59558099,RWIS - US 34 MM 263 @ Burlington,20260531,185928,-500,268.957602372296,US 34,R7: Bridge Zoom,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_7-05.jpg,,IADOT,40.813,-91.0992,RWIS,510040,RWIS Cameras,E,RWIS_7,RWIS
-10416908.2564056,5120983.83562498,59558100,WWD - I-35 @ MM 92.6 (1st St - Ankeny),20260531,185928,-500,92.6425738168872,I-35,WWD - I-35 @ MM 92.6 (1st St - Ankeny),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/wwdtv072hd.jpeg,https://video4.iowadot.gov:8888/ankeny/wwdtv072lb/playlist.m3u8,IADOT,41.732438,-93.576679,Iowa DOT,510041,WWD,Y,WWDTV072,WWD
-10193515.0852689,5149737.35592797,59558101,CR - US 30 @ MM 255.2 (E of Jappa Rd),20260531,185928,-500,255.170373522102,US 30,CR - US 30 @ MM 255.2 (E of Jappa Rd),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/crtv33hd.jpeg,https://video2.iowadot.gov:8888/cedarrapids/crtv33lb/playlist.m3u8,IADOT,41.924906,-91.569904,Iowa DOT,510042,Cedar Rapids,Y,CRTV33,General
-10412768.507182,5162248.59305497,59558114,WWD - US 30 @ MM 152.8 (580th Ave),20260531,185928,-500,152.166078985926,US 30,WWD - US 30 @ MM 152.8 (580th Ave),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/wwdtv051hd.jpeg,https://video4.iowadot.gov:8888/ames/wwdtv051lb/playlist.m3u8,IADOT,42.008472,-93.539491,Iowa DOT,510043,WWD,Y,WWDTV051,WWD
-10038082.2406226,5136737.45816063,59558115,D6 - US 30 @ MM 330.9 (Mississippi River - IL),20260531,185928,-500,330.854237774707,US 30,D6 - US 30 @ MM 330.9 (Mississippi River - IL),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/d6tv06hd.jpeg,https://video3.iowadot.gov:8888/cedarrapids/d6tv06lb/playlist.m3u8,IADOT,41.83796,-90.173627,Iowa DOT,510044,District 6,Y,D6TV06,General
-10381622.3155335,5114506.39759176,59558107,RWIS - I-80 MM 155 @ Colfax,20260531,185928,-500,154.193655936512,I-80,R53: West View,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_53-00.jpg,,IADOT,41.689,-93.2597,RWIS,510045,RWIS Cameras,E,RWIS_53,RWIS
-10381622.3155335,5114506.39759176,59558107,RWIS - I-80 MM 155 @ Colfax,20260531,185928,-500,154.193655936512,I-80,R53: I-80 West Zoom,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_53-01.jpg,,IADOT,41.689,-93.2597,RWIS,510046,RWIS Cameras,E,RWIS_53,RWIS
-10381622.3155335,5114506.39759176,59558107,RWIS - I-80 MM 155 @ Colfax,20260531,185928,-500,154.193655936512,I-80,Camera Snapshot snapshot,https://atmsqf.iowadot.gov/snapshots/Public/RWIS/RWIS_53-02.jpg,,IADOT,41.689,-93.2597,RWIS,510047,RWIS Cameras,E,RWIS_53,RWIS
-10381622.3155335,5114506.39759176,59558107,RWIS - I-80 MM 155 @ Colfax,20260531,185928,-500,154.193655936512,I-80,R53: I-80 East Zoom,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_53-03.jpg,,IADOT,41.689,-93.2597,RWIS,510048,RWIS Cameras,E,RWIS_53,RWIS
-10381622.3155335,5114506.39759176,59558107,RWIS - I-80 MM 155 @ Colfax,20260531,185928,-500,154.193655936512,I-80,R53: I-80 Road,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_53-04.jpg,,IADOT,41.689,-93.2597,RWIS,510049,RWIS Cameras,E,RWIS_53,RWIS
-10349125.5958226,5113371.60399194,59558108,NW - I-80 @ MM 169.7,20260531,185928,-500,169.656407455548,I-80,NW - I-80 @ MM 169.7,https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/nwtv14hd.jpeg,https://video4.iowadot.gov:8888/ankeny/nwtv14lb/playlist.m3u8,IADOT,41.681387,-92.967777,Iowa DOT,510050,Newton,Y,NWTV14,General
-10094195.3903052,5101595.74189681,59558102,RWIS - I-280 MM 0 @ Davenport,20260531,185928,-500,0.379413472157705,I-280,R14: North View,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_14-00.jpg,,IADOT,41.602333,-90.6777,RWIS,510051,RWIS Cameras,E,RWIS_14,RWIS
-10094195.3903052,5101595.74189681,59558102,RWIS - I-280 MM 0 @ Davenport,20260531,185928,-500,0.379413472157705,I-280,R14: I-80 EB,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_14-01.jpg,,IADOT,41.602333,-90.6777,RWIS,510052,RWIS Cameras,E,RWIS_14,RWIS
-10094195.3903052,5101595.74189681,59558102,RWIS - I-280 MM 0 @ Davenport,20260531,185928,-500,0.379413472157705,I-280,R14: I-80 EB Zoom,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_14-02.jpg,,IADOT,41.602333,-90.6777,RWIS,510053,RWIS Cameras,E,RWIS_14,RWIS
-10094195.3903052,5101595.74189681,59558102,RWIS - I-280 MM 0 @ Davenport,20260531,185928,-500,0.379413472157705,I-280,R14: I-280,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_14-03.jpg,,IADOT,41.602333,-90.6777,RWIS,510054,RWIS Cameras,E,RWIS_14,RWIS
-10094195.3903052,5101595.74189681,59558102,RWIS - I-280 MM 0 @ Davenport,20260531,185928,-500,0.379413472157705,I-280,R14: I-280 Bridge,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_14-04.jpg,,IADOT,41.602333,-90.6777,RWIS,510055,RWIS Cameras,E,RWIS_14,RWIS
-10094195.3903052,5101595.74189681,59558102,RWIS - I-280 MM 0 @ Davenport,20260531,185928,-500,0.379413472157705,I-280,Camera Snapshot snapshot,https://atmsqf.iowadot.gov/snapshots/Public/RWIS/RWIS_14-05.jpg,,IADOT,41.602333,-90.6777,RWIS,510056,RWIS Cameras,E,RWIS_14,RWIS
-10094195.3903052,5101595.74189681,59558102,RWIS - I-280 MM 0 @ Davenport,20260531,185928,-500,0.379413472157705,I-280,R14: South View,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_14-06.jpg,,IADOT,41.602333,-90.6777,RWIS,510057,RWIS Cameras,E,RWIS_14,RWIS
-10094195.3903052,5101595.74189681,59558102,RWIS - I-280 MM 0 @ Davenport,20260531,185928,-500,0.379413472157705,I-280,R14: I-280 Road,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_14-07.jpg,,IADOT,41.602333,-90.6777,RWIS,510058,RWIS Cameras,E,RWIS_14,RWIS
-10416770.220237,5108733.50806536,59558103,DM - I-235 @ MM 14.2 (I-80 East Mix),20260531,185928,-500,14.1531955027033,I-235,DM - I-235 @ MM 14.2 (I-80 East Mix),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/dmtv099hd.jpeg,https://video4.iowadot.gov:8888/ankeny/dmtv099lb/playlist.m3u8,IADOT,41.650262,-93.575439,Iowa DOT,510059,Des Moines,Y,DMTV099,General
-10329918.4195616,5115415.76035977,59558109,NW - I-80 @ MM 178.8 (Co Rd T38),20260531,185928,-500,178.76915908149,I-80,NW - I-80 @ MM 178.8 (Co Rd T38),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/nwtv12hd.jpeg,https://video4.iowadot.gov:8888/ankeny/nwtv12lb/playlist.m3u8,IADOT,41.6951,-92.795236,Iowa DOT,510060,Newton,Y,NWTV12,General
-10416278.1880877,5157882.63277146,59558110,AM - I-35 @ MM 109.8 (260th St),20260531,185928,-500,109.758119656373,I-35,AM - I-35 @ MM 109.8 (260th St),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/amtv05hd.jpeg,https://video4.iowadot.gov:8888/ames/amtv05lb/playlist.m3u8,IADOT,41.979323,-93.571019,Iowa DOT,510061,Ames/Boone/Nevada,Y,AMTV05,General
-10201504.2624842,5123983.20991111,59558111,6DT - I-380 @ W Penn St (IWZ 3141),20260531,185928,-500,4.05547396201232,I-380,6DT - I-380 @ W Penn St (IWZ 3141),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/iwz3141lb.jpeg,https://video3.iowadot.gov:8888/cedarrapids/iwz3141lb/playlist.m3u8,IADOT,41.752542,-91.641672,Iowa DOT,510062,IWZ,Y,IWZ3141,IWZ
-10439168.7036601,5095171.83572842,59558112,WWD - I-35 @ MM 70.4 (Mills Civic Pkwy),20260531,185928,-500,70.4064240681023,I-35,WWD - I-35 @ MM 70.4 (Mills Civic Pkwy),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/wwdtv039hd.jpeg,https://video4.iowadot.gov:8888/ankeny/wwdtv039lb/playlist.m3u8,IADOT,41.559167,-93.776648,Iowa DOT,510063,WWD,Y,WWDTV039,WWD
-10612787.7021978,5086072.52366085,59558121,I-80 @ MM 40.1,20260531,185928,-500,40.0788232119072,I-80,I-80 @ MM 40.1,https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/80tv040hd.jpeg,https://video2.iowadot.gov:8888/councilbluffs/80tv040lb/playlist.m3u8,IADOT,41.497974,-95.336294,Iowa DOT,510064,I-80,Y,80TV040,General
-10560690.514465,5086010.69449058,59558126,I-80 @ MM 64.4,20260531,185928,-500,64.3789248736408,I-80,I-80 @ MM 64.4,https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/80tv065hd.jpeg,https://video3.iowadot.gov:8888/ankeny/80tv065lb/playlist.m3u8,IADOT,41.497558,-94.868297,Iowa DOT,510065,I-80,Y,80TV065,General
-10094841.0433518,5171245.94111242,59558117,RWIS - US 61 MM 159 @ Maquoketa,20260531,185928,-500,159.976585142926,US 61,R28: US 61 Bridges,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_28-00.jpg,,IADOT,42.0685,-90.6835,RWIS,510066,RWIS Cameras,E,RWIS_28,RWIS
-10094841.0433518,5171245.94111242,59558117,RWIS - US 61 MM 159 @ Maquoketa,20260531,185928,-500,159.976585142926,US 61,R28: US 61 Road,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_28-01.jpg,,IADOT,42.0685,-90.6835,RWIS,510067,RWIS Cameras,E,RWIS_28,RWIS
-10094841.0433518,5171245.94111242,59558117,RWIS - US 61 MM 159 @ Maquoketa,20260531,185928,-500,159.976585142926,US 61,Camera Snapshot snapshot,https://atmsqf.iowadot.gov/snapshots/Public/RWIS/RWIS_28-02.jpg,,IADOT,42.0685,-90.6835,RWIS,510068,RWIS Cameras,E,RWIS_28,RWIS
-10094841.0433518,5171245.94111242,59558117,RWIS - US 61 MM 159 @ Maquoketa,20260531,185928,-500,159.976585142926,US 61,R28: Bridge Zoom,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_28-03.jpg,,IADOT,42.0685,-90.6835,RWIS,510069,RWIS Cameras,E,RWIS_28,RWIS
-10094841.0433518,5171245.94111242,59558117,RWIS - US 61 MM 159 @ Maquoketa,20260531,185928,-500,159.976585142926,US 61,R28: IA 64 West,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_28-04.jpg,,IADOT,42.0685,-90.6835,RWIS,510070,RWIS Cameras,E,RWIS_28,RWIS
-10094841.0433518,5171245.94111242,59558117,RWIS - US 61 MM 159 @ Maquoketa,20260531,185928,-500,159.976585142926,US 61,R28: IA 64 East,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_28-05.jpg,,IADOT,42.0685,-90.6835,RWIS,510071,RWIS Cameras,E,RWIS_28,RWIS
-10094841.0433518,5171245.94111242,59558117,RWIS - US 61 MM 159 @ Maquoketa,20260531,185928,-500,159.976585142926,US 61,R28: US 61 South Zoom,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_28-06.jpg,,IADOT,42.0685,-90.6835,RWIS,510072,RWIS Cameras,E,RWIS_28,RWIS
-10094841.0433518,5171245.94111242,59558117,RWIS - US 61 MM 159 @ Maquoketa,20260531,185928,-500,159.976585142926,US 61,R28: US 61 North Zoom,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_28-07.jpg,,IADOT,42.0685,-90.6835,RWIS,510073,RWIS Cameras,E,RWIS_28,RWIS
-10673102.9400189,5052987.77951427,59558118,CB - I-29 @ MM 56 (25th St),20260531,185928,-500,55.9807013259387,I-29,CB - I-29 @ MM 56 (25th St),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/cbtv22hd.jpeg,https://video2.iowadot.gov:8888/councilbluffs/cbtv22lb/playlist.m3u8,IADOT,41.274991,-95.878115,Iowa DOT,510074,Council Bluffs,Y,CBTV22,General
-10416463.6463594,5135924.22543782,59558116,Rest Area: I-35 SB MM 98 near Elkhart,20260531,185928,-500,99.6295297747496,I-35,RA35SB98 - Truck Parking 1,https://atmsqf.iowadot.gov/snapshots/Public/RestAreas/RA35SB98-01-CENTER.jpg,,IADOT,41.832517,-93.572685,Rest Area/Parking,510075,RA35SB98 Rest Area: I-35 SB MM 98 near Elkhart,E,RA35SB98,Rest Area
-10416463.6463594,5135924.22543782,59558116,Rest Area: I-35 SB MM 98 near Elkhart,20260531,185928,-500,99.6295297747496,I-35,RA35SB98 - Entry,https://atmsqf.iowadot.gov/snapshots/Public/RestAreas/RA35SB98-01-ENTRY.jpg,,IADOT,41.832517,-93.572685,Rest Area/Parking,510076,RA35SB98 Rest Area: I-35 SB MM 98 near Elkhart,E,RA35SB98,Rest Area
-10416463.6463594,5135924.22543782,59558116,Rest Area: I-35 SB MM 98 near Elkhart,20260531,185928,-500,99.6295297747496,I-35,RA35SB98 - Truck Parking 2,https://atmsqf.iowadot.gov/snapshots/Public/RestAreas/RA35SB98-01-EXIT.jpg,,IADOT,41.832517,-93.572685,Rest Area/Parking,510077,RA35SB98 Rest Area: I-35 SB MM 98 near Elkhart,E,RA35SB98,Rest Area
-10416463.6463594,5135924.22543782,59558116,Rest Area: I-35 SB MM 98 near Elkhart,20260531,185928,-500,99.6295297747496,I-35,RA35SB98 - Truck Parking 4,https://atmsqf.iowadot.gov/snapshots/Public/RestAreas/RA35SB98-02-CENTER.jpg,,IADOT,41.832517,-93.572685,Rest Area/Parking,510078,RA35SB98 Rest Area: I-35 SB MM 98 near Elkhart,E,RA35SB98,Rest Area
-10416463.6463594,5135924.22543782,59558116,Rest Area: I-35 SB MM 98 near Elkhart,20260531,185928,-500,99.6295297747496,I-35,RA35SB98 - Truck Parking 3,https://atmsqf.iowadot.gov/snapshots/Public/RestAreas/RA35SB98-02-ENTRY.jpg,,IADOT,41.832517,-93.572685,Rest Area/Parking,510079,RA35SB98 Rest Area: I-35 SB MM 98 near Elkhart,E,RA35SB98,Rest Area
-10416463.6463594,5135924.22543782,59558116,Rest Area: I-35 SB MM 98 near Elkhart,20260531,185928,-500,99.6295297747496,I-35,Camera Snapshot snapshot,https://atmsqf.iowadot.gov/snapshots/Public/RestAreas/RA35SB98-02-EXIT.jpg,,IADOT,41.832517,-93.572685,Rest Area/Parking,510080,RA35SB98 Rest Area: I-35 SB MM 98 near Elkhart,E,RA35SB98,Rest Area
-10288280.9225033,5014824.84464236,59558123,RWIS - IA 149 MM 0 @ Ottumwa,20260531,185928,-500,0.15966157337301,IA 149,Camera Snapshot snapshot,https://atmsqf.iowadot.gov/snapshots/Public/RWIS/RWIS_36-00.jpg,,IADOT,41.016833,-92.4212,RWIS,510081,RWIS Cameras,E,RWIS_36,RWIS
-10288280.9225033,5014824.84464236,59558123,RWIS - IA 149 MM 0 @ Ottumwa,20260531,185928,-500,0.15966157337301,IA 149,R36: US 34 East,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_36-01.jpg,,IADOT,41.016833,-92.4212,RWIS,510082,RWIS Cameras,E,RWIS_36,RWIS
-10288280.9225033,5014824.84464236,59558123,RWIS - IA 149 MM 0 @ Ottumwa,20260531,185928,-500,0.15966157337301,IA 149,R36: US 34 West,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_36-02.jpg,,IADOT,41.016833,-92.4212,RWIS,510083,RWIS Cameras,E,RWIS_36,RWIS
-10288280.9225033,5014824.84464236,59558123,RWIS - IA 149 MM 0 @ Ottumwa,20260531,185928,-500,0.15966157337301,IA 149,R36: West View,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_36-03.jpg,,IADOT,41.016833,-92.4212,RWIS,510084,RWIS Cameras,E,RWIS_36,RWIS
-10454289.6753725,5094721.67146192,59558119,I-80 @ MM 115.2,20260531,185928,-500,115.199091105773,I-80,I-80 @ MM 115.2,https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/80tv115hd.jpeg,https://video3.iowadot.gov:8888/ankeny/80tv115lb/playlist.m3u8,IADOT,41.556141,-93.912482,Iowa DOT,510085,I-80,Y,80TV115,General
-10679523.6256089,5063521.99744143,59558120,CB - I-680 @ MM 1.1 (130th St),20260531,185928,-500,1.07196975215476,I-680,CB - I-680 @ MM 1.1 (130th St),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/cbtv74hd.jpeg,https://video2.iowadot.gov:8888/councilbluffs/cbtv74lb/playlist.m3u8,IADOT,41.346072,-95.935793,Iowa DOT,510086,Council Bluffs,Y,CBTV74,General
-10248294.9614104,4961997.51936413,59558122,RWIS - IA 2 MM 219 @ Cantril,20260531,185928,-500,212.646351636991,IA 2,R59: IA 2 Road,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_59-00.jpg,,IADOT,40.6578,-92.062,RWIS,510087,RWIS Cameras,E,RWIS_59,RWIS
-10248294.9614104,4961997.51936413,59558122,RWIS - IA 2 MM 219 @ Cantril,20260531,185928,-500,212.646351636991,IA 2,R59: IA 2 East,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_59-01.jpg,,IADOT,40.6578,-92.062,RWIS,510088,RWIS Cameras,E,RWIS_59,RWIS
-10248294.9614104,4961997.51936413,59558122,RWIS - IA 2 MM 219 @ Cantril,20260531,185928,-500,212.646351636991,IA 2,R59: IA 2 West View,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_59-02.jpg,,IADOT,40.6578,-92.062,RWIS,510089,RWIS Cameras,E,RWIS_59,RWIS
-10248294.9614104,4961997.51936413,59558122,RWIS - IA 2 MM 219 @ Cantril,20260531,185928,-500,212.646351636991,IA 2,R59: West Zoom,https://atmsqf.iowadot.gov/snapshots/public/RWIS/RWIS_59-03.jpg,,IADOT,40.6578,-92.062,RWIS,510090,RWIS Cameras,E,RWIS_59,RWIS
-10248294.9614104,4961997.51936413,59558122,RWIS - IA 2 MM 219 @ Cantril,20260531,185928,-500,212.646351636991,IA 2,Camera Snapshot snapshot,https://atmsqf.iowadot.gov/snapshots/Public/RWIS/RWIS_59-04.jpg,,IADOT,40.6578,-92.062,RWIS,510091,RWIS Cameras,E,RWIS_59,RWIS
-10377285.8647696,5331558.0663508,59558124,2BZ - IA 122 @ S Pierce Ave (IWZ 5779E),20260531,185928,-500,,South Pierce Avenue,2BZ - IA 122 @ S Pierce Ave (IWZ 5779E),https://atmsqf.iowadot.gov/SNAPSHOTS/PUBLIC/Metro/iwz5779elb.jpeg,https://video4.iowadot.gov:8888/waterloo/iwz5779elb/playlist.m3u8,IADOT,43.128544,-93.220745,Iowa DOT,510092,IWZ,Y,IWZ5779E,IWZ
